date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2018-02-23,27,41,,0.41,11.07
2018-02-24,25,41,,0.41,10.25
2018-02-25,23,41,,0.41,9.43
2018-02-26,25,41,,0.41,10.25
2018-02-27,27,41,,0.41,11.07
2018-02-28,24,41,,0.41,9.84
2018-03-01,80,24,FALSE,0.24,19.2
2018-03-02,81,24,,0.24,19.44
2018-03-03,76,24,,0.24,18.24
2018-03-04,66,24,,0.24,15.84
2018-03-05,77,24,,0.24,18.48
2018-03-06,79,24,,0.24,18.96
2018-03-07,85,24,,0.24,20.4
2018-03-08,88,24,,0.24,21.12
2018-03-09,99,24,,0.24,23.76
2018-03-10,72,24,,0.24,17.28
2018-03-11,70,24,,0.24,16.8
2018-03-12,80,24,,0.24,19.2
2018-03-13,78,24,,0.24,18.72
2018-03-14,88,24,,0.24,21.12
2018-03-15,100,24,,0.24,24
2018-03-16,82,24,,0.24,19.68
2018-03-17,71,24,,0.24,17.04
2018-03-18,91,24,,0.24,21.84
2018-03-19,87,24,,0.24,20.88
2018-03-20,76,24,,0.24,18.24
2018-03-21,76,24,,0.24,18.24
2018-03-22,78,24,,0.24,18.72
2018-03-23,70,24,,0.24,16.8
2018-03-24,58,24,,0.24,13.92
2018-03-25,57,24,,0.24,13.68
2018-03-26,87,24,,0.24,20.88
2018-03-27,75,24,,0.24,18
2018-03-28,68,24,,0.24,16.32
2018-03-29,80,24,,0.24,19.2
2018-03-30,93,24,,0.24,22.32
2018-03-31,65,24,,0.24,15.6
2018-04-01,99,19,FALSE,0.19,18.81
2018-04-02,94,19,,0.19,17.86
2018-04-03,92,19,,0.19,17.48
2018-04-04,87,19,,0.19,16.53
2018-04-05,89,19,,0.19,16.91
2018-04-06,97,19,,0.19,18.43
2018-04-07,77,19,,0.19,14.63
2018-04-08,68,19,,0.19,12.92
2018-04-09,92,19,,0.19,17.48
2018-04-10,83,19,,0.19,15.77
2018-04-11,77,19,,0.19,14.63
2018-04-12,93,19,,0.19,17.67
2018-04-13,100,19,,0.19,19
2018-04-14,75,19,,0.19,14.25
2018-04-15,66,19,,0.19,12.54
2018-04-16,77,19,,0.19,14.63
2018-04-17,76,19,,0.19,14.44
2018-04-18,74,19,,0.19,14.06
2018-04-19,76,19,,0.19,14.44
2018-04-20,82,19,,0.19,15.58
2018-04-21,71,19,,0.19,13.49
2018-04-22,68,19,,0.19,12.92
2018-04-23,81,19,,0.19,15.39
2018-04-24,93,19,,0.19,17.67
2018-04-25,85,19,,0.19,16.15
2018-04-26,73,19,,0.19,13.87
2018-04-27,70,19,,0.19,13.3
2018-04-28,60,19,,0.19,11.4
2018-04-29,60,19,,0.19,11.4
2018-04-30,64,19,,0.19,12.16
2018-05-01,76,15,FALSE,0.15,11.4
2018-05-02,76,15,,0.15,11.4
2018-05-03,88,15,,0.15,13.2
2018-05-04,78,15,,0.15,11.7
2018-05-05,76,15,,0.15,11.4
2018-05-06,73,15,,0.15,10.95
2018-05-07,83,15,,0.15,12.45
2018-05-08,82,15,,0.15,12.3
2018-05-09,76,15,,0.15,11.4
2018-05-10,82,15,,0.15,12.3
2018-05-11,100,15,,0.15,15
2018-05-12,68,15,,0.15,10.2
2018-05-13,63,15,,0.15,9.45
2018-05-14,78,15,,0.15,11.7
2018-05-15,75,15,,0.15,11.25
2018-05-16,72,15,,0.15,10.8
2018-05-17,70,15,,0.15,10.5
2018-05-18,69,15,,0.15,10.35
2018-05-19,58,15,,0.15,8.7
2018-05-20,60,15,,0.15,9
2018-05-21,66,15,,0.15,9.9
2018-05-22,72,15,,0.15,10.8
2018-05-23,86,15,,0.15,12.9
2018-05-24,85,15,,0.15,12.75
2018-05-25,68,15,,0.15,10.2
2018-05-26,55,15,,0.15,8.25
2018-05-27,64,15,,0.15,9.6
2018-05-28,67,15,,0.15,10.05
2018-05-29,71,15,,0.15,10.65
2018-05-30,64,15,,0.15,9.6
2018-05-31,63,15,,0.15,9.45
2018-06-01,55,13,FALSE,0.13,7.15
2018-06-02,53,13,,0.13,6.89
2018-06-03,56,13,,0.13,7.28
2018-06-04,57,13,,0.13,7.41
2018-06-05,57,13,,0.13,7.41
2018-06-06,55,13,,0.13,7.15
2018-06-07,55,13,,0.13,7.15
2018-06-08,55,13,,0.13,7.15
2018-06-09,52,13,,0.13,6.76
2018-06-10,68,13,,0.13,8.84
2018-06-11,100,13,,0.13,13
2018-06-12,79,13,,0.13,10.27
2018-06-13,87,13,,0.13,11.31
2018-06-14,77,13,,0.13,10.01
2018-06-15,64,13,,0.13,8.32
2018-06-16,52,13,,0.13,6.76
2018-06-17,54,13,,0.13,7.02
2018-06-18,62,13,,0.13,8.06
2018-06-19,53,13,,0.13,6.89
2018-06-20,59,13,,0.13,7.67
2018-06-21,56,13,,0.13,7.28
2018-06-22,68,13,,0.13,8.84
2018-06-23,60,13,,0.13,7.8
2018-06-24,72,13,,0.13,9.36
2018-06-25,64,13,,0.13,8.32
2018-06-26,58,13,,0.13,7.54
2018-06-27,51,13,,0.13,6.63
2018-06-28,56,13,,0.13,7.28
2018-06-29,72,13,,0.13,9.36
2018-06-30,63,13,,0.13,8.19
2018-07-01,61,13,FALSE,0.13,7.93
2018-07-02,69,13,,0.13,8.97
2018-07-03,59,13,,0.13,7.67
2018-07-04,60,13,,0.13,7.8
2018-07-05,58,13,,0.13,7.54
2018-07-06,58,13,,0.13,7.54
2018-07-07,48,13,,0.13,6.24
2018-07-08,57,13,,0.13,7.41
2018-07-09,58,13,,0.13,7.54
2018-07-10,60,13,,0.13,7.8
2018-07-11,54,13,,0.13,7.02
2018-07-12,61,13,,0.13,7.93
2018-07-13,59,13,,0.13,7.67
2018-07-14,52,13,,0.13,6.76
2018-07-15,52,13,,0.13,6.76
2018-07-16,62,13,,0.13,8.06
2018-07-17,82,13,,0.13,10.66
2018-07-18,93,13,,0.13,12.09
2018-07-19,70,13,,0.13,9.1
2018-07-20,68,13,,0.13,8.84
2018-07-21,60,13,,0.13,7.8
2018-07-22,61,13,,0.13,7.93
2018-07-23,72,13,,0.13,9.36
2018-07-24,100,13,,0.13,13
2018-07-25,92,13,,0.13,11.96
2018-07-26,77,13,,0.13,10.01
2018-07-27,75,13,,0.13,9.75
2018-07-28,63,13,,0.13,8.19
2018-07-29,59,13,,0.13,7.67
2018-07-30,68,13,,0.13,8.84
2018-07-31,70,13,,0.13,9.1
2018-08-01,73,13,FALSE,0.13,9.49
2018-08-02,74,13,,0.13,9.62
2018-08-03,73,13,,0.13,9.49
2018-08-04,65,13,,0.13,8.45
2018-08-05,65,13,,0.13,8.45
2018-08-06,69,13,,0.13,8.97
2018-08-07,73,13,,0.13,9.49
2018-08-08,100,13,,0.13,13
2018-08-09,80,13,,0.13,10.4
2018-08-10,72,13,,0.13,9.36
2018-08-11,73,13,,0.13,9.49
2018-08-12,66,13,,0.13,8.58
2018-08-13,75,13,,0.13,9.75
2018-08-14,98,13,,0.13,12.74
2018-08-15,79,13,,0.13,10.27
2018-08-16,73,13,,0.13,9.49
2018-08-17,67,13,,0.13,8.71
2018-08-18,62,13,,0.13,8.06
2018-08-19,60,13,,0.13,7.8
2018-08-20,63,13,,0.13,8.19
2018-08-21,68,13,,0.13,8.84
2018-08-22,74,13,,0.13,9.62
2018-08-23,67,13,,0.13,8.71
2018-08-24,64,13,,0.13,8.32
2018-08-25,57,13,,0.13,7.41
2018-08-26,62,13,,0.13,8.06
2018-08-27,64,13,,0.13,8.32
2018-08-28,80,13,,0.13,10.4
2018-08-29,72,13,,0.13,9.36
2018-08-30,70,13,,0.13,9.1
2018-08-31,63,13,,0.13,8.19
2018-09-01,63,12,FALSE,0.12,7.56
2018-09-02,61,12,,0.12,7.32
2018-09-03,62,12,,0.12,7.44
2018-09-04,65,12,,0.12,7.8
2018-09-05,88,12,,0.12,10.56
2018-09-06,100,12,,0.12,12
2018-09-07,71,12,,0.12,8.52
2018-09-08,58,12,,0.12,6.96
2018-09-09,58,12,,0.12,6.96
2018-09-10,60,12,,0.12,7.2
2018-09-11,79,12,,0.12,9.48
2018-09-12,68,12,,0.12,8.16
2018-09-13,72,12,,0.12,8.64
2018-09-14,64,12,,0.12,7.68
2018-09-15,57,12,,0.12,6.84
2018-09-16,54,12,,0.12,6.48
2018-09-17,58,12,,0.12,6.96
2018-09-18,61,12,,0.12,7.32
2018-09-19,62,12,,0.12,7.44
2018-09-20,58,12,,0.12,6.96
2018-09-21,65,12,,0.12,7.8
2018-09-22,58,12,,0.12,6.96
2018-09-23,55,12,,0.12,6.6
2018-09-24,54,12,,0.12,6.48
2018-09-25,57,12,,0.12,6.84
2018-09-26,58,12,,0.12,6.96
2018-09-27,60,12,,0.12,7.2
2018-09-28,55,12,,0.12,6.6
2018-09-29,51,12,,0.12,6.12
2018-09-30,51,12,,0.12,6.12
2018-10-01,73,10,FALSE,0.1,7.3
2018-10-02,79,10,,0.1,7.9
2018-10-03,78,10,,0.1,7.8
2018-10-04,83,10,,0.1,8.3
2018-10-05,81,10,,0.1,8.1
2018-10-06,71,10,,0.1,7.1
2018-10-07,64,10,,0.1,6.4
2018-10-08,73,10,,0.1,7.3
2018-10-09,81,10,,0.1,8.1
2018-10-10,79,10,,0.1,7.9
2018-10-11,99,10,,0.1,9.9
2018-10-12,91,10,,0.1,9.1
2018-10-13,68,10,,0.1,6.8
2018-10-14,76,10,,0.1,7.6
2018-10-15,100,10,,0.1,10
2018-10-16,80,10,,0.1,8
2018-10-17,86,10,,0.1,8.6
2018-10-18,81,10,,0.1,8.1
2018-10-19,74,10,,0.1,7.4
2018-10-20,73,10,,0.1,7.3
2018-10-21,66,10,,0.1,6.6
2018-10-22,75,10,,0.1,7.5
2018-10-23,73,10,,0.1,7.3
2018-10-24,76,10,,0.1,7.6
2018-10-25,77,10,,0.1,7.7
2018-10-26,70,10,,0.1,7
2018-10-27,67,10,,0.1,6.7
2018-10-28,60,10,,0.1,6
2018-10-29,76,10,,0.1,7.6
2018-10-30,76,10,,0.1,7.6
2018-10-31,79,10,,0.1,7.9
2018-11-01,39,14,FALSE,0.14,5.46
2018-11-02,37,14,,0.14,5.18
2018-11-03,37,14,,0.14,5.18
2018-11-04,37,14,,0.14,5.18
2018-11-05,38,14,,0.14,5.32
2018-11-06,42,14,,0.14,5.88
2018-11-07,38,14,,0.14,5.32
2018-11-08,38,14,,0.14,5.32
2018-11-09,35,14,,0.14,4.9
2018-11-10,34,14,,0.14,4.76
2018-11-11,31,14,,0.14,4.34
2018-11-12,36,14,,0.14,5.04
2018-11-13,35,14,,0.14,4.9
2018-11-14,57,14,,0.14,7.98
2018-11-15,71,14,,0.14,9.94
2018-11-16,53,14,,0.14,7.42
2018-11-17,41,14,,0.14,5.74
2018-11-18,39,14,,0.14,5.46
2018-11-19,71,14,,0.14,9.94
2018-11-20,100,14,,0.14,14
2018-11-21,80,14,,0.14,11.2
2018-11-22,53,14,,0.14,7.42
2018-11-23,60,14,,0.14,8.4
2018-11-24,52,14,,0.14,7.28
2018-11-25,83,14,,0.14,11.62
2018-11-26,83,14,,0.14,11.62
2018-11-27,77,14,,0.14,10.78
2018-11-28,67,14,,0.14,9.38
2018-11-29,58,14,,0.14,8.12
2018-11-30,53,14,,0.14,7.42
2018-12-01,61,14,FALSE,0.14,8.54
2018-12-02,52,14,,0.14,7.28
2018-12-03,67,14,,0.14,9.38
2018-12-04,63,14,,0.14,8.82
2018-12-05,65,14,,0.14,9.1
2018-12-06,68,14,,0.14,9.52
2018-12-07,100,14,,0.14,14
2018-12-08,70,14,,0.14,9.8
2018-12-09,63,14,,0.14,8.82
2018-12-10,64,14,,0.14,8.96
2018-12-11,65,14,,0.14,9.1
2018-12-12,65,14,,0.14,9.1
2018-12-13,62,14,,0.14,8.68
2018-12-14,68,14,,0.14,9.52
2018-12-15,65,14,,0.14,9.1
2018-12-16,59,14,,0.14,8.26
2018-12-17,71,14,,0.14,9.94
2018-12-18,73,14,,0.14,10.22
2018-12-19,77,14,,0.14,10.78
2018-12-20,83,14,,0.14,11.62
2018-12-21,71,14,,0.14,9.94
2018-12-22,60,14,,0.14,8.4
2018-12-23,58,14,,0.14,8.12
2018-12-24,69,14,,0.14,9.66
2018-12-25,65,14,,0.14,9.1
2018-12-26,60,14,,0.14,8.4
2018-12-27,62,14,,0.14,8.68
2018-12-28,61,14,,0.14,8.54
2018-12-29,58,14,,0.14,8.12
2018-12-30,55,14,,0.14,7.7
2018-12-31,54,14,,0.14,7.56
2019-01-01,83,10,FALSE,0.1,8.3
2019-01-02,89,10,,0.1,8.9
2019-01-03,91,10,,0.1,9.1
2019-01-04,90,10,,0.1,9
2019-01-05,82,10,,0.1,8.2
2019-01-06,84,10,,0.1,8.4
2019-01-07,83,10,,0.1,8.3
2019-01-08,85,10,,0.1,8.5
2019-01-09,87,10,,0.1,8.7
2019-01-10,100,10,,0.1,10
2019-01-11,88,10,,0.1,8.8
2019-01-12,76,10,,0.1,7.6
2019-01-13,72,10,,0.1,7.2
2019-01-14,85,10,,0.1,8.5
2019-01-15,85,10,,0.1,8.5
2019-01-16,80,10,,0.1,8
2019-01-17,77,10,,0.1,7.7
2019-01-18,72,10,,0.1,7.2
2019-01-19,73,10,,0.1,7.3
2019-01-20,70,10,,0.1,7
2019-01-21,73,10,,0.1,7.3
2019-01-22,75,10,,0.1,7.5
2019-01-23,69,10,,0.1,6.9
2019-01-24,79,10,,0.1,7.9
2019-01-25,72,10,,0.1,7.2
2019-01-26,64,10,,0.1,6.4
2019-01-27,67,10,,0.1,6.7
2019-01-28,80,10,,0.1,8
2019-01-29,77,10,,0.1,7.7
2019-01-30,70,10,,0.1,7
2019-01-31,67,10,,0.1,6.7
2019-02-01,70,9,FALSE,0.09,6.3
2019-02-02,74,9,,0.09,6.66
2019-02-03,66,9,,0.09,5.94
2019-02-04,84,9,,0.09,7.56
2019-02-05,95,9,,0.09,8.55
2019-02-06,88,9,,0.09,7.92
2019-02-07,87,9,,0.09,7.83
2019-02-08,88,9,,0.09,7.92
2019-02-09,85,9,,0.09,7.65
2019-02-10,79,9,,0.09,7.11
2019-02-11,81,9,,0.09,7.29
2019-02-12,80,9,,0.09,7.2
2019-02-13,82,9,,0.09,7.38
2019-02-14,76,9,,0.09,6.84
2019-02-15,76,9,,0.09,6.84
2019-02-16,70,9,,0.09,6.3
2019-02-17,66,9,,0.09,5.94
2019-02-18,83,9,,0.09,7.47
2019-02-19,96,9,,0.09,8.64
2019-02-20,89,9,,0.09,8.01
2019-02-21,82,9,,0.09,7.38
2019-02-22,81,9,,0.09,7.29
2019-02-23,86,9,,0.09,7.74
2019-02-24,100,9,,0.09,9
2019-02-25,93,9,,0.09,8.37
2019-02-26,84,9,,0.09,7.56
2019-02-27,81,9,,0.09,7.29
2019-02-28,76,9,,0.09,6.84
2019-03-01,88,9,FALSE,0.09,7.92
2019-03-02,80,9,,0.09,7.2
2019-03-03,84,9,,0.09,7.56
2019-03-04,92,9,,0.09,8.28
2019-03-05,84,9,,0.09,7.56
2019-03-06,94,9,,0.09,8.46
2019-03-07,99,9,,0.09,8.91
2019-03-08,89,9,,0.09,8.01
2019-03-09,87,9,,0.09,7.83
2019-03-10,86,9,,0.09,7.74
2019-03-11,90,9,,0.09,8.1
2019-03-12,86,9,,0.09,7.74
2019-03-13,89,9,,0.09,8.01
2019-03-14,88,9,,0.09,7.92
2019-03-15,88,9,,0.09,7.92
2019-03-16,90,9,,0.09,8.1
2019-03-17,80,9,,0.09,7.2
2019-03-18,93,9,,0.09,8.37
2019-03-19,96,9,,0.09,8.64
2019-03-20,100,9,,0.09,9
2019-03-21,89,9,,0.09,8.01
2019-03-22,86,9,,0.09,7.74
2019-03-23,86,9,,0.09,7.74
2019-03-24,85,9,,0.09,7.65
2019-03-25,89,9,,0.09,8.01
2019-03-26,84,9,,0.09,7.56
2019-03-27,90,9,,0.09,8.1
2019-03-28,88,9,,0.09,7.92
2019-03-29,93,9,,0.09,8.37
2019-03-30,85,9,,0.09,7.65
2019-03-31,82,9,,0.09,7.38
2019-04-01,38,12,FALSE,0.12,4.56
2019-04-02,92,12,,0.12,11.04
2019-04-03,100,12,,0.12,12
2019-04-04,72,12,,0.12,8.64
2019-04-05,55,12,,0.12,6.6
2019-04-06,48,12,,0.12,5.76
2019-04-07,46,12,,0.12,5.52
2019-04-08,57,12,,0.12,6.84
2019-04-09,49,12,,0.12,5.88
2019-04-10,51,12,,0.12,6.12
2019-04-11,51,12,,0.12,6.12
2019-04-12,48,12,,0.12,5.76
2019-04-13,44,12,,0.12,5.28
2019-04-14,40,12,,0.12,4.8
2019-04-15,48,12,,0.12,5.76
2019-04-16,47,12,,0.12,5.64
2019-04-17,47,12,,0.12,5.64
2019-04-18,45,12,,0.12,5.4
2019-04-19,44,12,,0.12,5.28
2019-04-20,43,12,,0.12,5.16
2019-04-21,42,12,,0.12,5.04
2019-04-22,42,12,,0.12,5.04
2019-04-23,60,12,,0.12,7.2
2019-04-24,50,12,,0.12,6
2019-04-25,45,12,,0.12,5.4
2019-04-26,49,12,,0.12,5.88
2019-04-27,41,12,,0.12,4.92
2019-04-28,39,12,,0.12,4.68
2019-04-29,39,12,,0.12,4.68
2019-04-30,40,12,,0.12,4.8
2019-05-01,29,17,FALSE,0.17,4.93
2019-05-02,35,17,,0.17,5.95
2019-05-03,41,17,,0.17,6.97
2019-05-04,39,17,,0.17,6.63
2019-05-05,36,17,,0.17,6.12
2019-05-06,38,17,,0.17,6.46
2019-05-07,44,17,,0.17,7.48
2019-05-08,44,17,,0.17,7.48
2019-05-09,52,17,,0.17,8.84
2019-05-10,56,17,,0.17,9.52
2019-05-11,76,17,,0.17,12.92
2019-05-12,72,17,,0.17,12.24
2019-05-13,89,17,,0.17,15.13
2019-05-14,100,17,,0.17,17
2019-05-15,83,17,,0.17,14.11
2019-05-16,76,17,,0.17,12.92
2019-05-17,80,17,,0.17,13.6
2019-05-18,53,17,,0.17,9.01
2019-05-19,64,17,,0.17,10.88
2019-05-20,64,17,,0.17,10.88
2019-05-21,61,17,,0.17,10.37
2019-05-22,59,17,,0.17,10.03
2019-05-23,52,17,,0.17,8.84
2019-05-24,52,17,,0.17,8.84
2019-05-25,45,17,,0.17,7.65
2019-05-26,50,17,,0.17,8.5
2019-05-27,77,17,,0.17,13.09
2019-05-28,68,17,,0.17,11.56
2019-05-29,60,17,,0.17,10.2
2019-05-30,66,17,,0.17,11.22
2019-05-31,65,17,,0.17,11.05
2019-06-01,28,21,FALSE,0.21,5.88
2019-06-02,28,21,,0.21,5.88
2019-06-03,31,21,,0.21,6.51
2019-06-04,37,21,,0.21,7.77
2019-06-05,30,21,,0.21,6.3
2019-06-06,29,21,,0.21,6.09
2019-06-07,30,21,,0.21,6.3
2019-06-08,23,21,,0.21,4.83
2019-06-09,21,21,,0.21,4.41
2019-06-10,26,21,,0.21,5.46
2019-06-11,26,21,,0.21,5.46
2019-06-12,26,21,,0.21,5.46
2019-06-13,26,21,,0.21,5.46
2019-06-14,28,21,,0.21,5.88
2019-06-15,27,21,,0.21,5.67
2019-06-16,34,21,,0.21,7.14
2019-06-17,39,21,,0.21,8.19
2019-06-18,38,21,,0.21,7.98
2019-06-19,35,21,,0.21,7.35
2019-06-20,34,21,,0.21,7.14
2019-06-21,48,21,,0.21,10.08
2019-06-22,71,21,,0.21,14.91
2019-06-23,49,21,,0.21,10.29
2019-06-24,50,21,,0.21,10.5
2019-06-25,57,21,,0.21,11.97
2019-06-26,100,21,,0.21,21
2019-06-27,84,21,,0.21,17.64
2019-06-28,63,21,,0.21,13.23
2019-06-29,48,21,,0.21,10.08
2019-06-30,42,21,,0.21,8.82
2019-07-01,100,19,FALSE,0.19,19
2019-07-02,97,19,,0.19,18.43
2019-07-03,90,19,,0.19,17.1
2019-07-04,84,19,,0.19,15.96
2019-07-05,77,19,,0.19,14.63
2019-07-06,61,19,,0.19,11.59
2019-07-07,61,19,,0.19,11.59
2019-07-08,77,19,,0.19,14.63
2019-07-09,93,19,,0.19,17.67
2019-07-10,95,19,,0.19,18.05
2019-07-11,88,19,,0.19,16.72
2019-07-12,86,19,,0.19,16.34
2019-07-13,68,19,,0.19,12.92
2019-07-14,71,19,,0.19,13.49
2019-07-15,90,19,,0.19,17.1
2019-07-16,90,19,,0.19,17.1
2019-07-17,92,19,,0.19,17.48
2019-07-18,85,19,,0.19,16.15
2019-07-19,72,19,,0.19,13.68
2019-07-20,65,19,,0.19,12.35
2019-07-21,63,19,,0.19,11.97
2019-07-22,64,19,,0.19,12.16
2019-07-23,68,19,,0.19,12.92
2019-07-24,73,19,,0.19,13.87
2019-07-25,66,19,,0.19,12.54
2019-07-26,59,19,,0.19,11.21
2019-07-27,59,19,,0.19,11.21
2019-07-28,53,19,,0.19,10.07
2019-07-29,60,19,,0.19,11.4
2019-07-30,65,19,,0.19,12.35
2019-07-31,62,19,,0.19,11.78
2019-08-01,64,15,FALSE,0.15,9.6
2019-08-02,78,15,,0.15,11.7
2019-08-03,61,15,,0.15,9.15
2019-08-04,61,15,,0.15,9.15
2019-08-05,100,15,,0.15,15
2019-08-06,100,15,,0.15,15
2019-08-07,90,15,,0.15,13.5
2019-08-08,79,15,,0.15,11.85
2019-08-09,79,15,,0.15,11.85
2019-08-10,63,15,,0.15,9.45
2019-08-11,58,15,,0.15,8.7
2019-08-12,72,15,,0.15,10.8
2019-08-13,72,15,,0.15,10.8
2019-08-14,80,15,,0.15,12
2019-08-15,85,15,,0.15,12.75
2019-08-16,72,15,,0.15,10.8
2019-08-17,58,15,,0.15,8.7
2019-08-18,59,15,,0.15,8.85
2019-08-19,68,15,,0.15,10.2
2019-08-20,66,15,,0.15,9.9
2019-08-21,72,15,,0.15,10.8
2019-08-22,66,15,,0.15,9.9
2019-08-23,62,15,,0.15,9.3
2019-08-24,51,15,,0.15,7.65
2019-08-25,54,15,,0.15,8.1
2019-08-26,58,15,,0.15,8.7
2019-08-27,61,15,,0.15,9.15
2019-08-28,64,15,,0.15,9.6
2019-08-29,70,15,,0.15,10.5
2019-08-30,58,15,,0.15,8.7
2019-08-31,49,15,,0.15,7.35
2019-09-01,56,13,FALSE,0.13,7.28
2019-09-02,75,13,,0.13,9.75
2019-09-03,77,13,,0.13,10.01
2019-09-04,74,13,,0.13,9.62
2019-09-05,63,13,,0.13,8.19
2019-09-06,62,13,,0.13,8.06
2019-09-07,56,13,,0.13,7.28
