date,bitcoin_unscaled,bitcoin_monthly,isPartial,scale,bitcoin
2021-03-19,71,49,,0.49,34.79
2021-03-20,63,49,,0.49,30.87
2021-03-21,66,49,,0.49,32.34
2021-03-22,71,49,,0.49,34.79
2021-03-23,69,49,,0.49,33.81
2021-03-24,79,49,,0.49,38.71
2021-03-25,85,49,,0.49,41.65
2021-03-26,72,49,,0.49,35.28
2021-03-27,65,49,,0.49,31.85
2021-03-28,60,49,,0.49,29.4
2021-03-29,67,49,,0.49,32.83
2021-03-30,71,49,,0.49,34.79
2021-03-31,71,49,,0.49,34.79
2021-04-01,53,51,FALSE,0.51,27.03
2021-04-02,48,51,,0.51,24.48
2021-04-03,44,51,,0.51,22.44
2021-04-04,43,51,,0.51,21.93
2021-04-05,47,51,,0.51,23.97
2021-04-06,45,51,,0.51,22.95
2021-04-07,44,51,,0.51,22.44
2021-04-08,43,51,,0.51,21.93
2021-04-09,39,51,,0.51,19.89
2021-04-10,45,51,,0.51,22.95
2021-04-11,43,51,,0.51,21.93
2021-04-12,46,51,,0.51,23.46
2021-04-13,62,51,,0.51,31.62
2021-04-14,69,51,,0.51,35.19
2021-04-15,57,51,,0.51,29.07
2021-04-16,64,51,,0.51,32.64
2021-04-17,51,51,,0.51,26.01
2021-04-18,91,51,,0.51,46.41
2021-04-19,73,51,,0.51,37.23
2021-04-20,66,51,,0.51,33.66
2021-04-21,53,51,,0.51,27.03
2021-04-22,63,51,,0.51,32.13
2021-04-23,100,51,,0.51,51
2021-04-24,69,51,,0.51,35.19
2021-04-25,60,51,,0.51,30.6
2021-04-26,62,51,,0.51,31.62
2021-04-27,58,51,,0.51,29.58
2021-04-28,55,51,,0.51,28.05
2021-04-29,47,51,,0.51,23.97
2021-04-30,47,51,,0.51,23.97
2021-05-01,26,65,FALSE,0.65,16.9
2021-05-02,25,65,,0.65,16.25
2021-05-03,27,65,,0.65,17.55
2021-05-04,28,65,,0.65,18.2
2021-05-05,28,65,,0.65,18.2
2021-05-06,27,65,,0.65,17.55
2021-05-07,24,65,,0.65,15.6
2021-05-08,25,65,,0.65,16.25
2021-05-09,25,65,,0.65,16.25
2021-05-10,28,65,,0.65,18.2
2021-05-11,26,65,,0.65,16.9
2021-05-12,27,65,,0.65,17.55
2021-05-13,67,65,,0.65,43.55
2021-05-14,43,65,,0.65,27.95
2021-05-15,33,65,,0.65,21.45
2021-05-16,36,65,,0.65,23.4
2021-05-17,51,65,,0.65,33.15
2021-05-18,39,65,,0.65,25.35
2021-05-19,100,65,,0.65,65
2021-05-20,77,65,,0.65,50.05
2021-05-21,58,65,,0.65,37.7
2021-05-22,49,65,,0.65,31.85
2021-05-23,61,65,,0.65,39.65
2021-05-24,52,65,,0.65,33.8
2021-05-25,43,65,,0.65,27.95
2021-05-26,38,65,,0.65,24.7
2021-05-27,33,65,,0.65,21.45
2021-05-28,35,65,,0.65,22.75
2021-05-29,34,65,,0.65,22.1
2021-05-30,33,65,,0.65,21.45
2021-05-31,31,65,,0.65,20.15
2021-06-01,70,46,FALSE,0.46,32.2
2021-06-02,71,46,,0.46,32.66
2021-06-03,69,46,,0.46,31.74
2021-06-04,75,46,,0.46,34.5
2021-06-05,67,46,,0.46,30.82
2021-06-06,70,46,,0.46,32.2
2021-06-07,68,46,,0.46,31.28
2021-06-08,96,46,,0.46,44.16
2021-06-09,89,46,,0.46,40.94
2021-06-10,77,46,,0.46,35.42
2021-06-11,65,46,,0.46,29.9
2021-06-12,54,46,,0.46,24.84
2021-06-13,57,46,,0.46,26.22
2021-06-14,73,46,,0.46,33.58
2021-06-15,57,46,,0.46,26.22
2021-06-16,55,46,,0.46,25.3
2021-06-17,52,46,,0.46,23.92
2021-06-18,50,46,,0.46,23
2021-06-19,47,46,,0.46,21.62
2021-06-20,51,46,,0.46,23.46
2021-06-21,73,46,,0.46,33.58
2021-06-22,100,46,,0.46,46
2021-06-23,71,46,,0.46,32.66
2021-06-24,62,46,,0.46,28.52
2021-06-25,60,46,,0.46,27.6
2021-06-26,55,46,,0.46,25.3
2021-06-27,54,46,,0.46,24.84
2021-06-28,56,46,,0.46,25.76
2021-06-29,58,46,,0.46,26.68
2021-06-30,49,46,,0.46,22.54
2021-07-01,60,31,FALSE,0.31,18.6
2021-07-02,59,31,,0.31,18.29
2021-07-03,55,31,,0.31,17.05
2021-07-04,58,31,,0.31,17.98
2021-07-05,57,31,,0.31,17.67
2021-07-06,56,31,,0.31,17.36
2021-07-07,51,31,,0.31,15.81
2021-07-08,55,31,,0.31,17.05
2021-07-09,52,31,,0.31,16.12
2021-07-10,45,31,,0.31,13.95
2021-07-11,47,31,,0.31,14.57
2021-07-12,49,31,,0.31,15.19
2021-07-13,50,31,,0.31,15.5
2021-07-14,52,31,,0.31,16.12
2021-07-15,51,31,,0.31,15.81
2021-07-16,53,31,,0.31,16.43
2021-07-17,48,31,,0.31,14.88
2021-07-18,47,31,,0.31,14.57
2021-07-19,58,31,,0.31,17.98
2021-07-20,75,31,,0.31,23.25
2021-07-21,72,31,,0.31,22.32
2021-07-22,62,31,,0.31,19.22
2021-07-23,54,31,,0.31,16.74
2021-07-24,53,31,,0.31,16.43
2021-07-25,55,31,,0.31,17.05
2021-07-26,100,31,,0.31,31
2021-07-27,72,31,,0.31,22.32
2021-07-28,69,31,,0.31,21.39
2021-07-29,59,31,,0.31,18.29
2021-07-30,58,31,,0.31,17.98
2021-07-31,61,31,,0.31,18.91
2021-08-01,74,33,FALSE,0.33,24.42
2021-08-02,78,33,,0.33,25.74
2021-08-03,79,33,,0.33,26.07
2021-08-04,74,33,,0.33,24.42
2021-08-05,70,33,,0.33,23.1
2021-08-06,78,33,,0.33,25.74
2021-08-07,86,33,,0.33,28.38
2021-08-08,87,33,,0.33,28.71
2021-08-09,96,33,,0.33,31.68
2021-08-10,91,33,,0.33,30.03
2021-08-11,94,33,,0.33,31.02
2021-08-12,90,33,,0.33,29.7
2021-08-13,83,33,,0.33,27.39
2021-08-14,82,33,,0.33,27.06
2021-08-15,78,33,,0.33,25.74
2021-08-16,82,33,,0.33,27.06
2021-08-17,80,33,,0.33,26.4
2021-08-18,77,33,,0.33,25.41
2021-08-19,70,33,,0.33,23.1
2021-08-20,80,33,,0.33,26.4
2021-08-21,77,33,,0.33,25.41
2021-08-22,75,33,,0.33,24.75
2021-08-23,100,33,,0.33,33
2021-08-24,85,33,,0.33,28.05
2021-08-25,79,33,,0.33,26.07
2021-08-26,75,33,,0.33,24.75
2021-08-27,70,33,,0.33,23.1
2021-08-28,65,33,,0.33,21.45
2021-08-29,69,33,,0.33,22.77
2021-08-30,66,33,,0.33,21.78
2021-08-31,68,33,,0.33,22.44
2021-09-01,49,31,FALSE,0.31,15.19
2021-09-02,55,31,,0.31,17.05
2021-09-03,55,31,,0.31,17.05
2021-09-04,47,31,,0.31,14.57
2021-09-05,51,31,,0.31,15.81
2021-09-06,59,31,,0.31,18.29
2021-09-07,100,31,,0.31,31
2021-09-08,91,31,,0.31,28.21
2021-09-09,67,31,,0.31,20.77
2021-09-10,60,31,,0.31,18.6
2021-09-11,51,31,,0.31,15.81
2021-09-12,48,31,,0.31,14.88
2021-09-13,57,31,,0.31,17.67
2021-09-14,53,31,,0.31,16.43
2021-09-15,51,31,,0.31,15.81
2021-09-16,49,31,,0.31,15.19
2021-09-17,50,31,,0.31,15.5
2021-09-18,45,31,,0.31,13.95
2021-09-19,42,31,,0.31,13.02
2021-09-20,65,31,,0.31,20.15
2021-09-21,68,31,,0.31,21.08
2021-09-22,60,31,,0.31,18.6
2021-09-23,55,31,,0.31,17.05
2021-09-24,79,31,,0.31,24.49
2021-09-25,58,31,,0.31,17.98
2021-09-26,52,31,,0.31,16.12
2021-09-27,51,31,,0.31,15.81
2021-09-28,48,31,,0.31,14.88
2021-09-29,50,31,,0.31,15.5
2021-09-30,50,31,,0.31,15.5
2021-10-01,56,35,FALSE,0.35,19.6
2021-10-02,44,35,,0.35,15.4
2021-10-03,44,35,,0.35,15.4
2021-10-04,48,35,,0.35,16.8
2021-10-05,55,35,,0.35,19.25
2021-10-06,68,35,,0.35,23.8
2021-10-07,60,35,,0.35,21
2021-10-08,54,35,,0.35,18.9
2021-10-09,49,35,,0.35,17.15
2021-10-10,46,35,,0.35,16.1
2021-10-11,58,35,,0.35,20.3
2021-10-12,58,35,,0.35,20.3
2021-10-13,52,35,,0.35,18.2
2021-10-14,57,35,,0.35,19.95
2021-10-15,75,35,,0.35,26.25
2021-10-16,71,35,,0.35,24.85
2021-10-17,58,35,,0.35,20.3
2021-10-18,69,35,,0.35,24.15
2021-10-19,80,35,,0.35,28
2021-10-20,100,35,,0.35,35
2021-10-21,96,35,,0.35,33.6
2021-10-22,74,35,,0.35,25.9
2021-10-23,58,35,,0.35,20.3
2021-10-24,54,35,,0.35,18.9
2021-10-25,63,35,,0.35,22.05
2021-10-26,67,35,,0.35,23.45
2021-10-27,72,35,,0.35,25.2
2021-10-28,61,35,,0.35,21.35
2021-10-29,61,35,,0.35,21.35
2021-10-30,51,35,,0.35,17.85
2021-10-31,50,35,,0.35,17.5
2021-11-01,69,34,FALSE,0.34,23.46
2021-11-02,74,34,,0.34,25.16
2021-11-03,68,34,,0.34,23.12
2021-11-04,72,34,,0.34,24.48
2021-11-05,66,34,,0.34,22.44
2021-11-06,59,34,,0.34,20.06
2021-11-07,59,34,,0.34,20.06
2021-11-08,89,34,,0.34,30.26
2021-11-09,100,34,,0.34,34
2021-11-10,87,34,,0.34,29.58
2021-11-11,80,34,,0.34,27.2
2021-11-12,79,34,,0.34,26.86
2021-11-13,69,34,,0.34,23.46
2021-11-14,70,34,,0.34,23.8
2021-11-15,74,34,,0.34,25.16
2021-11-16,95,34,,0.34,32.3
2021-11-17,83,34,,0.34,28.22
2021-11-18,87,34,,0.34,29.58
2021-11-19,89,34,,0.34,30.26
2021-11-20,71,34,,0.34,24.14
2021-11-21,67,34,,0.34,22.78
2021-11-22,76,34,,0.34,25.84
2021-11-23,83,34,,0.34,28.22
2021-11-24,82,34,,0.34,27.88
2021-11-25,70,34,,0.34,23.8
2021-11-26,91,34,,0.34,30.94
2021-11-27,74,34,,0.34,25.16
2021-11-28,69,34,,0.34,23.46
2021-11-29,75,34,,0.34,25.5
2021-11-30,78,34,,0.34,26.52
2021-12-01,44,36,FALSE,0.36,15.84
2021-12-02,44,36,,0.36,15.84
2021-12-03,43,36,,0.36,15.48
2021-12-04,100,36,,0.36,36
2021-12-05,70,36,,0.36,25.2
2021-12-06,68,36,,0.36,24.48
2021-12-07,57,36,,0.36,20.52
2021-12-08,52,36,,0.36,18.72
2021-12-09,50,36,,0.36,18
2021-12-10,49,36,,0.36,17.64
2021-12-11,44,36,,0.36,15.84
2021-12-12,43,36,,0.36,15.48
2021-12-13,55,36,,0.36,19.8
2021-12-14,55,36,,0.36,19.8
2021-12-15,52,36,,0.36,18.72
2021-12-16,47,36,,0.36,16.92
2021-12-17,45,36,,0.36,16.2
2021-12-18,43,36,,0.36,15.48
2021-12-19,39,36,,0.36,14.04
2021-12-20,45,36,,0.36,16.2
2021-12-21,46,36,,0.36,16.56
2021-12-22,42,36,,0.36,15.12
2021-12-23,45,36,,0.36,16.2
2021-12-24,45,36,,0.36,16.2
2021-12-25,42,36,,0.36,15.12
2021-12-26,41,36,,0.36,14.76
2021-12-27,44,36,,0.36,15.84
2021-12-28,45,36,,0.36,16.2
2021-12-29,44,36,,0.36,15.84
2021-12-30,43,36,,0.36,15.48
2021-12-31,40,36,,0.36,14.4
2022-01-01,38,42,FALSE,0.42,15.96
2022-01-02,40,42,,0.42,16.8
2022-01-03,40,42,,0.42,16.8
2022-01-04,50,42,,0.42,21
2022-01-05,38,42,,0.42,15.96
2022-01-06,53,42,,0.42,22.26
2022-01-07,68,42,,0.42,28.56
2022-01-08,57,42,,0.42,23.94
2022-01-09,53,42,,0.42,22.26
2022-01-10,56,42,,0.42,23.52
2022-01-11,50,42,,0.42,21
2022-01-12,48,42,,0.42,20.16
2022-01-13,37,42,,0.42,15.54
2022-01-14,37,42,,0.42,15.54
2022-01-15,38,42,,0.42,15.96
2022-01-16,31,42,,0.42,13.02
2022-01-17,35,42,,0.42,14.7
2022-01-18,38,42,,0.42,15.96
2022-01-19,37,42,,0.42,15.54
2022-01-20,38,42,,0.42,15.96
2022-01-21,73,42,,0.42,30.66
2022-01-22,100,42,,0.42,42
2022-01-23,75,42,,0.42,31.5
2022-01-24,78,42,,0.42,32.76
2022-01-25,63,42,,0.42,26.46
2022-01-26,60,42,,0.42,25.2
2022-01-27,56,42,,0.42,23.52
2022-01-28,53,42,,0.42,22.26
2022-01-29,50,42,,0.42,21
2022-01-30,47,42,,0.42,19.74
2022-01-31,49,42,,0.42,20.58
2022-02-01,63,35,FALSE,0.35,22.05
2022-02-02,56,35,,0.35,19.6
2022-02-03,59,35,,0.35,20.65
2022-02-04,63,35,,0.35,22.05
2022-02-05,59,35,,0.35,20.65
2022-02-06,51,35,,0.35,17.85
2022-02-07,62,35,,0.35,21.7
2022-02-08,60,35,,0.35,21
2022-02-09,58,35,,0.35,20.3
2022-02-10,49,35,,0.35,17.15
2022-02-11,54,35,,0.35,18.9
2022-02-12,46,35,,0.35,16.1
2022-02-13,44,35,,0.35,15.4
2022-02-14,49,35,,0.35,17.15
2022-02-15,50,35,,0.35,17.5
2022-02-16,46,35,,0.35,16.1
2022-02-17,49,35,,0.35,17.15
2022-02-18,51,35,,0.35,17.85
2022-02-19,44,35,,0.35,15.4
2022-02-20,50,35,,0.35,17.5
2022-02-21,52,35,,0.35,18.2
2022-02-22,62,35,,0.35,21.7
2022-02-23,50,35,,0.35,17.5
2022-02-24,100,35,,0.35,35
2022-02-25,72,35,,0.35,25.2
2022-02-26,47,35,,0.35,16.45
2022-02-27,53,35,,0.35,18.55
2022-02-28,64,35,,0.35,22.4
2022-03-01,100,31,FALSE,0.31,31
2022-03-02,84,31,,0.31,26.04
2022-03-03,79,31,,0.31,24.49
2022-03-04,73,31,,0.31,22.63
2022-03-05,68,31,,0.31,21.08
2022-03-06,61,31,,0.31,18.91
2022-03-07,76,31,,0.31,23.56
2022-03-08,67,31,,0.31,20.77
2022-03-09,76,31,,0.31,23.56
2022-03-10,73,31,,0.31,22.63
2022-03-11,70,31,,0.31,21.7
2022-03-12,56,31,,0.31,17.36
2022-03-13,55,31,,0.31,17.05
2022-03-14,61,31,,0.31,18.91
2022-03-15,63,31,,0.31,19.53
2022-03-16,62,31,,0.31,19.22
2022-03-17,58,31,,0.31,17.98
2022-03-18,61,31,,0.31,18.91
2022-03-19,54,31,,0.31,16.74
2022-03-20,51,31,,0.31,15.81
2022-03-21,57,31,,0.31,17.67
2022-03-22,59,31,,0.31,18.29
2022-03-23,56,31,,0.31,17.36
2022-03-24,65,31,,0.31,20.15
2022-03-25,63,31,,0.31,19.53
2022-03-26,54,31,,0.31,16.74
2022-03-27,58,31,,0.31,17.98
2022-03-28,72,31,,0.31,22.32
2022-03-29,67,31,,0.31,20.77
2022-03-30,63,31,,0.31,19.53
2022-03-31,61,31,,0.31,18.91
2022-04-01,94,23,FALSE,0.23,21.62
2022-04-02,84,23,,0.23,19.32
2022-04-03,85,23,,0.23,19.55
2022-04-04,86,23,,0.23,19.78
2022-04-05,85,23,,0.23,19.55
2022-04-06,95,23,,0.23,21.85
2022-04-07,92,23,,0.23,21.16
2022-04-08,88,23,,0.23,20.24
2022-04-09,81,23,,0.23,18.63
2022-04-10,74,23,,0.23,17.02
2022-04-11,100,23,,0.23,23
2022-04-12,93,23,,0.23,21.39
2022-04-13,87,23,,0.23,20.01
2022-04-14,84,23,,0.23,19.32
2022-04-15,79,23,,0.23,18.17
2022-04-16,75,23,,0.23,17.25
2022-04-17,68,23,,0.23,15.64
2022-04-18,85,23,,0.23,19.55
2022-04-19,82,23,,0.23,18.86
2022-04-20,73,23,,0.23,16.79
2022-04-21,75,23,,0.23,17.25
2022-04-22,80,23,,0.23,18.4
2022-04-23,68,23,,0.23,15.64
2022-04-24,66,23,,0.23,15.18
2022-04-25,85,23,,0.23,19.55
2022-04-26,89,23,,0.23,20.47
2022-04-27,78,23,,0.23,17.94
2022-04-28,79,23,,0.23,18.17
2022-04-29,75,23,,0.23,17.25
2022-04-30,71,23,,0.23,16.33
2022-05-01,28,35,FALSE,0.35,9.8
2022-05-02,28,35,,0.35,9.8
2022-05-03,27,35,,0.35,9.45
2022-05-04,26,35,,0.35,9.1
2022-05-05,33,35,,0.35,11.55
2022-05-06,37,35,,0.35,12.95
2022-05-07,28,35,,0.35,9.8
2022-05-08,35,35,,0.35,12.25
2022-05-09,63,35,,0.35,22.05
2022-05-10,60,35,,0.35,21
2022-05-11,67,35,,0.35,23.45
2022-05-12,100,35,,0.35,35
2022-05-13,80,35,,0.35,28
2022-05-14,56,35,,0.35,19.6
2022-05-15,48,35,,0.35,16.8
2022-05-16,52,35,,0.35,18.2
2022-05-17,46,35,,0.35,16.1
2022-05-18,45,35,,0.35,15.75
2022-05-19,42,35,,0.35,14.7
2022-05-20,40,35,,0.35,14
2022-05-21,35,35,,0.35,12.25
2022-05-22,34,35,,0.35,11.9
2022-05-23,39,35,,0.35,13.65
2022-05-24,38,35,,0.35,13.3
2022-05-25,34,35,,0.35,11.9
2022-05-26,35,35,,0.35,12.25
2022-05-27,36,35,,0.35,12.6
2022-05-28,31,35,,0.35,10.85
2022-05-29,28,35,,0.35,9.8
2022-05-30,36,35,,0.35,12.6
2022-05-31,36,35,,0.35,12.6
2022-06-01,31,41,FALSE,0.41,12.71
2022-06-02,32,41,,0.41,13.12
2022-06-03,29,41,,0.41,11.89
2022-06-04,26,41,,0.41,10.66
2022-06-05,25,41,,0.41,10.25
2022-06-06,31,41,,0.41,12.71
2022-06-07,32,41,,0.41,13.12
2022-06-08,30,41,,0.41,12.3
2022-06-09,27,41,,0.41,11.07
2022-06-10,27,41,,0.41,11.07
2022-06-11,29,41,,0.41,11.89
2022-06-12,36,41,,0.41,14.76
2022-06-13,100,41,,0.41,41
2022-06-14,91,41,,0.41,37.31
2022-06-15,87,41,,0.41,35.67
2022-06-16,75,41,,0.41,30.75
2022-06-17,69,41,,0.41,28.29
2022-06-18,98,41,,0.41,40.18
2022-06-19,94,41,,0.41,38.54
2022-06-20,71,41,,0.41,29.11
2022-06-21,62,41,,0.41,25.42
2022-06-22,57,41,,0.41,23.37
2022-06-23,49,41,,0.41,20.09
2022-06-24,46,41,,0.41,18.86
2022-06-25,41,41,,0.41,16.81
2022-06-26,37,41,,0.41,15.17
2022-06-27,43,41,,0.41,17.63
2022-06-28,41,41,,0.41,16.81
2022-06-29,43,41,,0.41,17.63
2022-06-30,50,41,,0.41,20.5
2022-07-01,100,29,FALSE,0.29,29
2022-07-02,81,29,,0.29,23.49
2022-07-03,79,29,,0.29,22.91
2022-07-04,81,29,,0.29,23.49
2022-07-05,87,29,,0.29,25.23
2022-07-06,81,29,,0.29,23.49
2022-07-07,82,29,,0.29,23.78
2022-07-08,82,29,,0.29,23.78
2022-07-09,64,29,,0.29,18.56
2022-07-10,65,29,,0.29,18.85
2022-07-11,75,29,,0.29,21.75
2022-07-12,78,29,,0.29,22.62
2022-07-13,75,29,,0.29,21.75
2022-07-14,74,29,,0.29,21.46
2022-07-15,68,29,,0.29,19.72
2022-07-16,61,29,,0.29,17.69
2022-07-17,60,29,,0.29,17.4
2022-07-18,77,29,,0.29,22.33
2022-07-19,73,29,,0.29,21.17
2022-07-20,82,29,,0.29,23.78
2022-07-21,87,29,,0.29,25.23
2022-07-22,68,29,,0.29,19.72
2022-07-23,60,29,,0.29,17.4
2022-07-24,55,29,,0.29,15.95
2022-07-25,66,29,,0.29,19.14
2022-07-26,68,29,,0.29,19.72
2022-07-27,62,29,,0.29,17.98
2022-07-28,69,29,,0.29,20.01
2022-07-29,65,29,,0.29,18.85
2022-07-30,58,29,,0.29,16.82
2022-07-31,57,29,,0.29,16.53
2022-08-01,97,22,FALSE,0.22,21.34
2022-08-02,91,22,,0.22,20.02
2022-08-03,87,22,,0.22,19.14
2022-08-04,84,22,,0.22,18.48
2022-08-05,83,22,,0.22,18.26
2022-08-06,72,22,,0.22,15.84
2022-08-07,72,22,,0.22,15.84
2022-08-08,85,22,,0.22,18.7
2022-08-09,84,22,,0.22,18.48
2022-08-10,87,22,,0.22,19.14
2022-08-11,89,22,,0.22,19.58
2022-08-12,85,22,,0.22,18.7
2022-08-13,75,22,,0.22,16.5
2022-08-14,78,22,,0.22,17.16
2022-08-15,84,22,,0.22,18.48
2022-08-16,76,22,,0.22,16.72
2022-08-17,78,22,,0.22,17.16
2022-08-18,74,22,,0.22,16.28
2022-08-19,100,22,,0.22,22
2022-08-20,82,22,,0.22,18.04
2022-08-21,79,22,,0.22,17.38
2022-08-22,83,22,,0.22,18.26
2022-08-23,80,22,,0.22,17.6
2022-08-24,75,22,,0.22,16.5
2022-08-25,73,22,,0.22,16.06
2022-08-26,85,22,,0.22,18.7
2022-08-27,80,22,,0.22,17.6
2022-08-28,76,22,,0.22,16.72
2022-08-29,91,22,,0.22,20.02
2022-08-30,84,22,,0.22,18.48
2022-08-31,79,22,,0.22,17.38
2022-09-01,88,21,TRUE,0.21,18.48
2022-09-02,84,21,,0.21,17.64
2022-09-03,72,21,,0.21,15.12
2022-09-04,73,21,,0.21,15.33
2022-09-05,82,21,,0.21,17.22
2022-09-06,94,21,,0.21,19.74
2022-09-07,100,21,,0.21,21
2022-09-08,85,21,,0.21,17.85
2022-09-09,98,21,,0.21,20.58
2022-09-10,79,21,,0.21,16.59
2022-09-11,76,21,,0.21,15.96
2022-09-12,91,21,,0.21,19.11
2022-09-13,98,21,,0.21,20.58
2022-09-14,95,21,,0.21,19.95
